voltage_v,voltage_au,temperature_k,thermal_voltage_v,legacy_bias_drive,voltage_sign,field_sign,polarization_uc_cm2,polarization_au,screening_charge_uc_cm2,screening_charge_c_m2,fe_field_mv_cm,il_field_mv_cm,dl_field_mv_cm,fe_built_in_field_mv_cm,il_built_in_field_mv_cm,dl_built_in_field_mv_cm,top_work_function_ev,bottom_work_function_ev,top_fermi_ev,bottom_fermi_ev,top_affinity_ev,fe_affinity_ev,insulator_k,fe_k,top_screening_len_nm,bottom_screening_len_nm,insulator_thickness_nm,fe_thickness_nm,top_m_eff,bottom_m_eff,insulator_m_eff,fe_m_eff,trap_depth_ev,top_field_v_per_m,bottom_field_v_per_m,top_base_barrier_ev,bottom_base_barrier_ev,top_schottky_lowering_ev,bottom_schottky_lowering_ev,top_barrier_ev,bottom_barrier_ev,thermionic_barrier_offset_ev,thermionic_top_barrier_offset_ev,thermionic_bottom_barrier_offset_ev,top_total_barrier_offset_ev,bottom_total_barrier_offset_ev,top_barrier_effective_ev,bottom_barrier_effective_ev,richardson_constant_a_per_m2_k2,thermionic_prefactor_scale,thermionic_top_prefactor_scale,thermionic_bottom_prefactor_scale,top_prefactor_a_per_m2,bottom_prefactor_a_per_m2,top_injection_a_per_m2,bottom_injection_a_per_m2,enable_thermionic,thermionic_raw_a_per_m2,thermionic_a_per_m2,barrier_sampling_points,barrier_profile_min_ev,barrier_profile_max_ev,effective_mass_min,effective_mass_max,flux_top_a_per_m2,flux_bottom_a_per_m2,tunneling_prefactor_scale,enable_tunneling,tunneling_transmission,tunneling_raw_a_per_m2,tunneling_a_per_m2,pf_field_v_per_m,pf_lowering_ev,pf_activation_ev,poole_frenkel_mobility_m2_per_v_s,poole_frenkel_trap_density_m3,poole_frenkel_prefactor_scale,enable_poole_frenkel,poole_frenkel_raw_a_per_m2,poole_frenkel_a_per_m2,tat_reduced_barrier_min_ev,tat_reduced_barrier_max_ev,trap_assisted_prefactor_a_per_m2,field_enhancement,trap_tunneling_transmission,enable_trap_assisted_tunneling,trap_assisted_tunneling_raw_a_per_m2,trap_assisted_tunneling_a_per_m2,sclc_mobility_m2_per_v_s,sclc_prefactor_scale,sclc_voltage_drop_v,sclc_thickness_m,enable_sclc,sclc_raw_a_per_m2,sclc_a_per_m2,total_a_per_m2,experimental_current_a,experimental_current_density_a_per_m2,experimental_current_density_uA_per_um2,model_total_a,model_thermionic_a,model_tunneling_a,model_pf_a,model_tat_a,model_sclc_a
-9.5,-0.3491185606687156,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-20.87891030338525,-0.2087891030338525,-3.618073450122854,-14.205894466006216,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1420589446.6006215,361807345.0122854,2.33,3.2800000000000002,0.3506174531922971,0.18044904918246468,1.9793825468077029,3.0995509508175356,0.0,1.549994,2.518931,1.549994,2.518931,0.4293885468077028,0.5806199508175358,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,43528.996114129644,420.45631704452217,1,-420.45631704452217,-420.45631704452217,1500,0.0,6.54594793829614,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,7.217833097954351e-23,-2.5045239367170737e-07,0.0,361807345.0122854,0.18044904918246468,0.6195509508175354,1e-10,5e+23,504765890.70298094,1,-57.18075540780809,-57.18075540780809,0.0,5.7459479382961405,500000000.0,4.6180734501228535,6.050589376104829e-15,0,-1.3971033077692556e-05,0.0,5e-10,1.0,3.6180734501137874,1e-08,0,-1043148.1639122466,0.0,-477.63707245233024,6.294106e-10,20034.761644887138,0.02003476164488714,-1.5005411178983766e-11,-1.320902476782492e-11,0.0,-1.7963864111588475e-12,0.0,0.0
-9.25,-0.33993123012480203,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-20.62621311012244,-0.20626213110122438,-3.4396993867650485,-14.034380943546783,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1403438094.3546782,343969938.67650485,2.33,3.2800000000000002,0.34849445245082916,0.17594468535631233,1.981505547549171,3.104055314643688,0.0,1.549994,2.518931,1.549994,2.518931,0.43151154754917087,0.585124314643688,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,40097.17801366802,353.22456583137193,1,-353.22456583137193,-353.22456583137193,1500,0.0,6.5476183882040075,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,3.438984495188322e-24,-1.193297055959787e-08,0.0,343969938.67650485,0.17594468535631233,0.6240553146436877,1e-10,5e+23,504765890.70298094,1,-45.66915924268034,-45.66915924268034,0.0,5.747618388204008,500000000.0,4.4396993867650485,8.544313291079713e-16,0,-1.8967091239367527e-06,0.0,5e-10,1.0,3.4396993867564287,1e-08,0,-942827.4483496947,0.0,-398.89372507405227,5.328221e-10,16960.254200720832,0.016960254200720833,-1.2531615962557094e-11,-1.1096877010832825e-11,0.0,-1.4347389517242695e-12,0.0,0.0
-9.0,-0.3307438995808885,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-20.373515916859628,-0.20373515916859627,-3.2613253234072435,-13.862867421087357,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1386286742.1087356,326132532.34072435,2.33,3.2800000000000002,0.34635843904105157,0.1713219345542419,1.9836415609589486,3.1086780654457584,0.0,1.549994,2.518931,1.549994,2.518931,0.4336475609589485,0.5897470654457586,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,36917.336714539124,295.38749407770746,1,-295.38749407770746,-295.38749407770746,1500,0.0,6.549288838111876,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.1616372563549105e-25,-4.0307780393921506e-10,0.0,326132532.34072435,0.1713219345542419,0.6286780654457581,1e-10,5e+23,504765890.70298094,1,-36.210777896555626,-36.210777896555626,0.0,5.749288838111876,500000000.0,4.2613253234072435,9.677309034869204e-17,0,-2.0619081026362926e-07,0.0,5e-10,1.0,3.261325323399071,1e-08,0,-847577.6281212432,0.0,-331.59827197426307,4.357024e-10,13868.838135400443,0.013868838135400442,-1.0417466951774152e-11,-9.279871813568243e-12,0.0,-1.1375951382059083e-12,0.0,0.0
-8.75,-0.32155656903697494,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-20.120818723596813,-0.20120818723596812,-3.0829512600494353,-13.691353898627927,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1369135389.8627927,308295126.00494355,2.33,3.2800000000000002,0.344209170710056,0.16657094048387946,1.985790829289944,3.113429059516121,0.0,1.549994,2.518931,1.549994,2.518931,0.4357968292899439,0.5944980595161211,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,33972.244717229754,245.79832378901637,1,-245.79832378901637,-245.79832378901637,1500,0.0,6.550959288019743,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,2.621468118472247e-27,-9.096261388913508e-12,0.0,308295126.00494355,0.16657094048387946,0.6334290595161206,1e-10,5e+23,504765890.70298094,1,-28.48375248168273,-28.48375248168273,0.0,5.750959288019743,500000000.0,4.082951260049436,8.448618431904421e-18,0,-1.7247648636110524e-08,0.0,5e-10,1.0,3.0829512600417095,1e-08,0,-757398.7032268897,0.0,-274.2820762706991,2.985269e-10,9502.406356179985,0.009502406356179986,-8.616825558233838e-12,-7.721982082802591e-12,0.0,-8.948434754312451e-13,0.0,0.0
-8.5,-0.31236923849306136,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-19.868121530334005,-0.19868121530334004,-2.9045771966916307,-13.5198403761685,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1351984037.61685,290457719.66916305,2.33,3.2800000000000002,0.34204639759374034,0.16168039821809047,1.9879536024062596,3.1183196017819097,0.0,1.549994,2.518931,1.549994,2.518931,0.43795960240625953,0.5993886017819099,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,31245.771654952645,203.4330089912455,1,-203.4330089912455,-203.4330089912455,1500,0.0,6.552629737927611,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,3.666400136210093e-29,-1.2722082622447185e-13,0.0,290457719.66916305,0.16168039821809047,0.6383196017819096,1e-10,5e+23,504765890.70298094,1,-22.210379220577074,-22.210379220577074,0.0,5.752629737927611,500000000.0,3.9045771966916303,5.397945177631101e-19,0,-1.0538346824784974e-09,0.0,5e-10,1.0,2.904577196684352,1e-08,0,-672290.6736666375,0.0,-225.64338821182255,2.499255e-10,7955.375745942697,0.007955375745942695,-7.088796107373715e-12,-6.391036465445632e-12,0.0,-6.977596419280833e-13,0.0,0.0
-8.25,-0.3031819079491478,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-19.615424337071186,-0.19615424337071186,-2.726203133333822,-13.348326853709068,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1334832685.3709068,272620313.3333822,2.33,3.2800000000000002,0.33986986187775714,0.156637237342327,1.990130138122243,3.123362762657673,0.0,1.549994,2.518931,1.549994,2.518931,0.44013613812224284,0.6044317626576734,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,28722.819157947695,167.3786454593625,1,-167.3786454593625,-167.3786454593625,1500,0.0,6.554300187835479,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,2.895222258078092e-31,-1.004616392352953e-15,0.0,272620313.3333822,0.156637237342327,0.643362762657673,1e-10,5e+23,504765890.70298094,1,-17.15180731044746,-17.15180731044746,0.0,5.754300187835479,500000000.0,3.7262031333338217,2.3764456505448964e-20,0,-4.4275596146289623e-11,0.0,5e-10,1.0,2.7262031333269903,1e-08,0,-592253.5394404831,0.0,-184.53045276980995,1.892083e-10,6022.687243802852,0.006022687243802852,-5.797195147852333e-12,-5.2583552294294386e-12,0.0,-5.388399184228945e-13,0.0,0.0
-8.0,-0.2939945774052342,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-19.36272714380837,-0.1936272714380837,-2.5478290699760158,-13.17681333124964,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1317681333.124964,254782906.99760157,2.33,3.2800000000000002,0.33767929743879227,0.15142621000511328,1.9923207025612077,3.128573789994887,0.0,1.549994,2.518931,1.549994,2.518931,0.44232670256120765,0.6096427899948873,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,26389.259327061238,136.82285319326346,1,-136.82285319326346,-136.82285319326346,1500,0.0,6.555970637743346,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.14527781424022e-33,-3.974012229194639e-18,0.0,254782906.99760157,0.15142621000511328,0.6485737899948868,1e-10,5e+23,504765890.70298094,1,-13.103296206048753,-13.103296206048753,0.0,5.755970637743347,500000000.0,3.5478290699760158,6.659105322967441e-22,0,-1.1812683722427955e-12,0.0,5e-10,1.0,2.547829069969631,1e-08,0,-517287.3005484296,0.0,-149.9261493993122,1.306524e-10,4158.795057363909,0.0041587950573639095,-4.71006889533885e-12,-4.298416704351513e-12,0.0,-4.1165219098733774e-13,0.0,0.0
-7.75,-0.28480724686132064,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-19.110029950545563,-0.19110029950545562,-2.369455006618209,-13.00529980879021,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1300529980.8790212,236945500.6618209,2.33,3.2800000000000002,0.3354744294647611,0.14602934647114205,1.994525570535239,3.1339706535288583,0.0,1.549994,2.518931,1.549994,2.518931,0.44453157053523884,0.6150396535288585,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,24231.876629657014,111.04405833288365,1,-111.04405833288365,-111.04405833288365,1500,0.0,6.557641087651214,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.9395619423738278e-36,-6.7301075620568966e-21,0.0,236945500.6618209,0.14602934647114205,0.653970653528858,1e-10,5e+23,504765890.70298094,1,-9.889980137598835,-9.889980137598835,0.0,5.757641087651214,500000000.0,3.369455006618209,1.0717276104677353e-23,0,-1.80556898141074e-14,0.0,5e-10,1.0,2.369455006612271,1e-08,0,-447391.9569904753,0.0,-120.93403847048249,9.89885e-11,3150.9018168504163,0.003150901816850416,-3.799254868278133e-12,-3.4885519788338376e-12,0.0,-3.107028894442947e-13,0.0,0.0
-7.5,-0.27561991631740707,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-18.857332757282748,-0.1885733275728275,-2.1910809432604026,-12.833786286330783,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1283378628.6330783,219108094.32604027,2.33,3.2800000000000002,0.3332549740523877,0.14042522204029104,1.9967450259476123,3.139574777959709,0.0,1.549994,2.518931,1.549994,2.518931,0.4467510259476122,0.6206437779597094,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,22238.313039980625,89.40260610048945,1,-89.40260610048945,-89.40260610048945,1500,0.0,6.559311537559082,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,5.078916000971764e-39,-1.7623387136250445e-23,0.0,219108094.32604027,0.14042522204029104,0.659574777959709,1e-10,5e+23,504765890.70298094,1,-7.363092015751739,-7.363092015751739,0.0,5.759311537559082,500000000.0,3.1910809432604026,8.649774722092773e-26,0,-1.3801065639582898e-16,0.0,5e-10,1.0,2.191080943254912,1e-08,0,-382567.5087666212,0.0,-96.7656981162412,7.36117e-11,2343.1331848795344,0.0023431331848795343,-3.0399840632147104e-12,-2.8086657053707972e-12,0.0,-2.313183578439133e-13,0.0,0.0
-7.25,-0.2664325857734935,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-18.604635564019937,-0.18604635564019936,-2.012706879902598,-12.662272763871355,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1266227276.3871355,201270687.9902598,2.33,3.2800000000000002,0.33102063778049884,0.1345879487151106,1.9989793622195013,3.1454120512848895,0.0,1.549994,2.518931,1.549994,2.518931,0.44898536221950125,0.6264810512848897,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,20397.01625474765,71.33264089009673,1,-71.33264089009673,-71.33264089009673,1500,0.0,6.56098198746695,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,4.4456746194884425e-41,-1.5426095821639338e-25,0.0,201270687.9902598,0.1345879487151106,0.6654120512848894,1e-10,5e+23,504765890.70298094,1,-5.396602887967582,-5.396602887967582,0.0,5.76098198746695,500000000.0,3.012706879902598,2.914464783908014e-28,0,-4.390214052856755e-19,0.0,5e-10,1.0,2.012706879897554,1e-08,0,-322813.955876867,0.0,-76.7292437780643,5.35863e-11,1705.7049054010463,0.0017057049054010464,-2.4105202856866717e-12,-2.240981005814868e-12,0.0,-1.6953927987180418e-13,0.0,0.0
-7.0,-0.2572452552295799,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-18.35193837075712,-0.1835193837075712,-1.8343328165447896,-12.490759241411922,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1249075924.1411922,183433281.65447897,2.33,3.2800000000000002,0.3287711172572171,0.12848575366015255,2.001228882742783,3.151514246339848,0.0,1.549994,2.518931,1.549994,2.518931,0.451234882742783,0.632583246339848,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,18697.190822994307,56.334693757425256,1,-56.334693757425256,-56.334693757425256,1500,0.0,6.562652437374817,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,6.454981876079953e-43,-2.2398213425437915e-27,0.0,183433281.65447897,0.12848575366015255,0.6715142463398475,1e-10,5e+23,504765890.70298094,1,-3.884236822025857,-3.884236822025857,0.0,5.762652437374817,500000000.0,2.83433281654479,3.1785901352818086e-31,0,-4.504591165387387e-22,0.0,5e-10,1.0,1.8343328165401929,1e-08,0,-268131.2983212115,0.0,-60.21893057945111,4.15831e-11,1323.6311828169185,0.0013236311828169185,-1.891833499154374e-12,-1.7698066005055798e-12,0.0,-1.22026898648794e-13,0.0,0.0
-6.75,-0.24805792468566637,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-18.09924117749431,-0.1809924117749431,-1.6559587531869853,-12.319245718952494,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1231924571.8952494,165595875.31869853,2.33,3.2800000000000002,0.32650609863907504,0.12207891647575192,2.003493901360925,3.1579210835242484,0.0,1.549994,2.518931,1.549994,2.518931,0.4534999013609251,0.6389900835242486,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,17128.752037100494,43.96892120708936,1,-43.96892120708936,-43.96892120708936,1500,0.0,6.564322887282685,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.309738168870202e-44,-4.544675043396461e-29,0.0,165595875.31869853,0.12207891647575192,0.6779210835242482,1e-10,5e+23,504765890.70298094,1,-2.7368245238959816,-2.7368245238959816,0.0,5.7643228872826855,500000000.0,2.6559587531869853,2.614353472207863e-34,0,-3.4718074942176313e-25,0.0,5e-10,1.0,1.6559587531828355,1e-08,0,-218519.53609965672,0.0,-46.70574573098534,2.67706e-11,852.1346639071786,0.0008521346639071785,-1.4673042766889641e-12,-1.381324398504604e-12,0.0,-8.597987818436e-14,0.0,0.0
-6.5,-0.2388705941417528,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-17.846543984231495,-0.17846543984231494,-1.4775846898291771,-12.147732196493063,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1214773219.6493063,147758468.98291773,2.33,3.2800000000000002,0.3242252571198919,0.115316671830962,2.0057747428801083,3.1646833281690383,0.0,1.549994,2.518931,1.549994,2.518931,0.45578074288010817,0.6457523281690385,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,15682.28243942692,33.84894210389579,1,-33.84894210389579,-33.84894210389579,1500,0.0,6.565993337190553,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,3.411702748237699e-46,-1.1838305322336206e-30,0.0,147758468.98291773,0.115316671830962,0.6846833281690381,1e-10,5e+23,504765890.70298094,1,-1.8799621691939004,-1.8799621691939004,0.0,5.765993337190553,500000000.0,2.477584689829177,1.2087607446001287e-36,0,-1.4974035572438974e-27,0.0,5e-10,1.0,1.4775846898254743,1e-08,0,-173978.66921220065,0.0,-35.72890427308969,1.89724e-11,603.9102484633349,0.0006039102484633349,-1.1224566318515155e-12,-1.0633958784538526e-12,0.0,-5.90607533976629e-14,0.0,0.0
-6.25,-0.22968326359783922,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-17.593846790968684,-0.17593846790968684,-1.2992106264713708,-11.976218674033635,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1197621867.4033635,129921062.64713708,2.33,3.2800000000000002,0.3219282563870569,0.1081323622069081,2.008071743612943,3.1718676377930923,0.0,1.549994,2.518931,1.549994,2.518931,0.45807774361294284,0.6529366377930925,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,14348.990806172022,25.636221205817513,1,-25.636221205817513,-25.636221205817513,1500,0.0,6.56766378709842,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.0838308009200955e-47,-3.760796554058508e-32,0.0,129921062.64713708,0.1081323622069081,0.6918676377930919,1e-10,5e+23,504765890.70298094,1,-1.2519448611464052,-1.2519448611464052,0.0,5.76766378709842,500000000.0,2.2992106264713708,1.113760778036631e-38,0,-1.2803853081044218e-29,0.0,5e-10,1.0,1.299210626468115,1e-08,0,-134508.69765884467,0.0,-26.88816606696392,1.26038e-11,401.1914143483261,0.00040119141434832606,-8.447166498447622e-13,-8.053856420599917e-13,0.0,-3.9331007784770406e-14,0.0,0.0
-6.0,-0.22049593305392565,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-17.34114959770587,-0.17341149597705868,-1.120836563113564,-11.804705151574206,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1180470515.1574206,112083656.3113564,2.33,3.2800000000000002,0.31961474804264156,0.10043545544638183,2.0103852519573584,3.1795645445536183,0.0,1.549994,2.518931,1.549994,2.518931,0.4603912519573583,0.6606335445536184,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,13120.673476902117,19.034946814007505,1,-19.034946814007505,-19.034946814007505,1500,0.0,6.569334237006289,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,4.056568751059389e-49,-1.407593303985675e-33,0.0,112083656.3113564,0.10043545544638183,0.6995645445536183,1e-10,5e+23,504765890.70298094,1,-0.8019468482552587,-0.8019468482552587,0.0,5.769334237006289,500000000.0,2.120836563113564,1.5727149371394049e-40,0,-1.66773567102005e-31,0.0,5e-10,1.0,1.1208365631107553,1e-08,0,-100109.62143958837,0.0,-19.836893662262764,9.4227e-12,299.9338564544004,0.0002999338564544004,-6.231943939940663e-13,-5.980004907235842e-13,0.0,-2.51939032704821e-14,0.0,0.0
-5.75,-0.2113086025100121,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-17.088452404443053,-0.17088452404443052,-0.9424624997557578,-11.633191629114776,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1163319162.9114776,94246249.97557577,2.33,3.2800000000000002,0.31728437098652035,0.09209752257796264,2.0127156290134796,3.1879024774220377,0.0,1.549994,2.518931,1.549994,2.518931,0.46272162901347946,0.6689714774220379,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,11989.67790473482,13.787342376351791,1,-13.787342376351791,-13.787342376351791,1500,0.0,6.571004686914156,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,1.7449339416159394e-50,-6.054765696931654e-35,0.0,94246249.97557577,0.09209752257796264,0.7079024774220374,1e-10,5e+23,504765890.70298094,1,-0.48842317978218186,-0.48842317978218186,0.0,5.771004686914156,500000000.0,1.9424624997557578,3.0232419478936316e-42,0,-2.936267055735965e-33,0.0,5e-10,1.0,0.9424624997533959,1e-08,0,-70781.44055443176,0.0,-14.275765556133972,6.4708e-12,205.97196115180725,0.00020597196115180726,-4.48486401955207e-13,-4.331421352207403e-13,0.0,-1.5344266734466695e-14,0.0,0.0
-5.5,-0.20212127196609853,300.0,0.025851999786435535,-1.0,-1.0,-1.0,-15.804451537338801,-0.0027623029121930914,-16.835755211180246,-0.16835755211180245,-0.7640884363979529,-11.461678106655349,0.0,-0.036111111111201626,-0.03472222222230925,0.0,4.33,4.28,4.354,4.354,2.0,1.0,16.64,16.0,0.005291772109038001,0.005291772109038001,4.0,10.0,1.0,1.0,0.11,0.3,0.8,1146167810.665535,76408843.63979529,2.33,3.2800000000000002,0.31493675075840627,0.08292542806205186,2.0150632492415936,3.1970745719379483,0.0,1.549994,2.518931,1.549994,2.518931,0.46506924924159354,0.6781435719379485,1200000.0,1.0,6.588173077926467,22.094440075220636,711522692416.0585,2386199528123.8286,10948.868308372523,9.66932492168879,1,-9.66932492168879,-9.66932492168879,1500,0.0,6.572675136822023,0.11,0.3,3469911125302822.5,3469911125302822.5,1.0,0,8.466383690573943e-52,-2.9377598959004896e-36,0.0,76408843.63979529,0.08292542806205186,0.7170745719379482,1e-10,5e+23,504765890.70298094,1,-0.27770992993796306,-0.27770992993796306,0.0,5.7726751368220235,500000000.0,1.764088436397953,7.387466243654809e-44,0,-6.516071887355835e-35,0.0,5e-10,1.0,0.7640884363960381,1e-08,0,-46524.15500337501,0.0,-9.947034851626753,4.7689e-12,151.79880162218794,0.00015179880162218793,-3.124953161487225e-13,-3.037708013915021e-13,0.0,-8.72451475722041e-15,0.0,0.0
