sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,-3.25,2.54115372949788e-14,-1.8114365790871515e-11,-1.7534488200698224e-11,-7.436554304352392e-26,-5.798775901732178e-13,-15.472554314266944
1st2KB_B64-T51,-3.0,-3.11265742998154e-13,-1.7760371548250818e-11,-1.722626837784168e-11,-1.1259060910246912e-25,-5.341031704090275e-13,-15.472554314266944
1st2KB_B64-T51,-2.75,-4.56009775567316e-14,-1.7406377305630125e-11,-1.691804855498512e-11,-1.6421700006267988e-25,-4.883287506448382e-13,-15.472554314266944
1st2KB_B64-T51,-2.5,7.33966720408742e-14,-1.705238306300939e-11,-1.6609828732128505e-11,-2.3272392267884403e-25,-4.4255433088064815e-13,-15.472554314266944
1st2KB_B64-T51,-2.25,4.88035921896411e-14,-1.66983888203885e-11,-1.630160890927172e-11,-3.222960780515008e-25,-3.9677991111645823e-13,-15.472554314266944
1st2KB_B64-T51,-2.0,-1.0155241312584e-13,-1.6344394577767197e-11,-1.5993389086414492e-11,-4.379414798941862e-25,-3.510054913522685e-13,-15.472554314266944
1st2KB_B64-T51,-1.75,-2.23017066511115e-13,-1.599040033514474e-11,-1.5685169263556076e-11,-5.856253676677521e-25,-3.0523107158807896e-13,-15.472554314266944
1st2KB_B64-T51,-1.5,3.04683510951413e-14,-1.5636406092519392e-11,-1.537694944069473e-11,-7.72422370127688e-25,-2.5945665182388975e-13,-15.472554314266944
1st2KB_B64-T51,-1.25,-6.970530245674e-14,-1.5282411849887105e-11,-1.50687296178264e-11,-1.0066891726933753e-24,-2.136822320597e-13,-15.472554314266944
1st2KB_B64-T51,-1.0,-1.78400209101953e-13,-1.492841760723888e-11,-1.476050979494207e-11,-1.2982601315179577e-24,-1.6790781229551033e-13,-15.472554314266944
1st2KB_B64-T51,-0.75,-3.78850108836287e-13,-1.4574423364555154e-11,-1.4452289972022174e-11,-1.6586685117449926e-24,-1.2213339253132019e-13,-15.472554314266944
1st2KB_B64-T51,-0.5,4.73721200613085e-14,-1.4220429121794767e-11,-1.4144070149025536e-11,-2.101396294041046e-24,-7.635897276713042e-14,-15.472554314266944
1st2KB_B64-T51,-0.25,-2.24641201365498e-13,-1.3866434878873045e-11,-1.3835850325867461e-11,-2.642155788794742e-24,-3.058455300294078e-14,-15.472554314266944
1st2KB_B64-T51,0.0,-2.45360996060581e-13,-1.7230658615039747e-12,-1.3527630502377662e-11,1.1789374774112439e-11,1.518986676124886e-14,-15.472554314266944
1st2KB_B64-T51,0.25,-2.74119594211031e-13,-1.3233583980533627e-12,-1.3173614279335342e-11,1.1789374774115738e-11,6.088110716624207e-14,-15.41993084390624
