sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,-8.75,2.98526925401887e-10,-7.386194132057774e-12,-2.650444102232694e-13,-5.608967657133283e-47,-7.121149721834505e-12,-15.472554314266944
1st2KB_B64-T51,-8.5,2.49925496964565e-10,-7.040173313867129e-12,-1.2443253486853946e-13,-5.283801589560224e-47,-6.91574077899859e-12,-15.472554314266944
1st2KB_B64-T51,-8.25,1.89208260170659e-10,-6.767314275722765e-12,-5.69824395600944e-14,-4.968430935556786e-47,-6.710331836162671e-12,-15.472554314266944
1st2KB_B64-T51,-8.0,1.30652433316669e-10,-6.530311115436073e-12,-2.538822210932236e-14,-4.662556737221879e-47,-6.504922893326751e-12,-15.472554314266944
1st2KB_B64-T51,-7.75,9.89884771374072e-11,-6.310486298907982e-12,-1.0972348417149212e-14,-4.3658684580591016e-47,-6.299513950490833e-12,-15.472554314266944
1st2KB_B64-T51,-7.5,7.3611679252128e-11,-6.098688325715132e-12,-4.583318060219681e-15,-4.078039529363341e-47,-6.094105007654912e-12,-15.472554314266944
1st2KB_B64-T51,-7.25,5.35862534900566e-11,-5.890538452170571e-12,-1.842387351576008e-15,-3.7987211951992025e-47,-5.888696064818995e-12,-15.472554314266944
1st2KB_B64-T51,-7.0,4.15831188926852e-11,-5.683996005409917e-12,-7.08883426838444e-16,-3.5275337979523247e-47,-5.6832871219830785e-12,-15.472554314266944
1st2KB_B64-T51,-6.75,2.67706221773745e-11,-5.478137505179758e-12,-2.593260325970511e-16,-3.264054091567458e-47,-5.477878179147161e-12,-15.472554314266944
1st2KB_B64-T51,-6.5,1.89723532023622e-11,-5.272558661981109e-12,-8.942566986771925e-17,-3.0077961589464507e-47,-5.272469236311241e-12,-15.472554314266944
1st2KB_B64-T51,-6.25,1.26037678557789e-11,-5.067089035389071e-12,-2.874191374866022e-17,-2.7581815697180785e-47,-5.067060293475322e-12,-15.472554314266944
1st2KB_B64-T51,-6.0,9.42270046710991e-12,-4.861659829511323e-12,-8.478871916359061e-18,-2.5144904454930134e-47,-4.861651350639406e-12,-15.472554314266944
1st2KB_B64-T51,-5.75,6.47078918225574e-12,-4.656244654154586e-12,-2.2463510984634684e-18,-2.2757763194104125e-47,-4.6562424078034875e-12,-15.472554314266944
1st2KB_B64-T51,-5.5,4.76890315431744e-12,-4.45083398229901e-12,-5.173314410921197e-19,-2.0407062246102462e-47,-4.450833464967569e-12,-15.472554314266944
1st2KB_B64-T51,-5.25,3.31491865207534e-12,-4.245424620367328e-12,-9.823567627765729e-20,-1.8072276819059614e-47,-4.245424522131653e-12,-15.472554314266944
1st2KB_B64-T51,-5.0,2.35540731884087e-12,-4.040015593267578e-12,-1.39718436963973e-20,-1.5717640971624055e-47,-4.040015579295734e-12,-15.472554314266944
