sweep_name,voltage_v,experimental_current_a,model_total_a,model_pf_a,model_thermionic_a,model_background_a,polarization_uc_cm2
1st2KB_B64-T51,0.5,-3.02237916768519e-13,1.7885290820060822e-12,5.974121888120982e-13,7.156737454603557e-13,4.754431477336282e-13,-14.969661182722895
1st2KB_B64-T51,0.75,-2.93946724599925e-13,1.6429932949245594e-12,8.297065978637115e-13,1.3580749385774037e-13,6.774792032031075e-13,-14.492401660340962
1st2KB_B64-T51,1.0,-3.25646546403893e-13,2.0046233811614866e-12,1.1034144618736779e-12,2.2042579329788997e-14,8.791663399580195e-13,-13.965953458507935
1st2KB_B64-T51,1.25,-2.92594995541379e-13,2.0463114083532826e-12,9.681127567770649e-13,1.0280671623284364e-15,1.077170584413889e-12,-12.920310953848842
1st2KB_B64-T51,1.5,-3.84256618494658e-13,2.611669796291421e-12,1.3323334696923938e-12,1.567351110478482e-16,1.2791795914879797e-12,-12.439238294496302
1st2KB_B64-T51,1.75,-4.29687047661526e-13,2.6142509608988706e-12,1.1373153193534137e-12,4.893920732796222e-18,1.476930747624724e-12,-11.357916762939013
1st2KB_B64-T51,2.0,-6.95743918206759e-13,3.1808414158450877e-12,1.502253144624588e-12,5.231568692662767e-19,1.67858774806363e-12,-10.827220105732152
1st2KB_B64-T51,2.25,-7.24842115582686e-13,2.998013865258623e-12,1.1228669207725673e-12,6.1821819122972296e-21,1.875146938303874e-12,-9.577861647657294
1st2KB_B64-T51,2.5,-5.85230811294551e-13,3.635284742924324e-12,1.5580384839624686e-12,5.397650047301634e-22,2.0772462584220906e-12,-9.109520834411725
1st2KB_B64-T51,2.75,-6.89674120764316e-13,3.638045434411714e-12,1.3628378175132867e-12,5.1047124418532996e-24,2.2752076168933232e-12,-8.057832494825709
1st2KB_B64-T51,3.0,-8.10224446128743e-13,3.6927317760386836e-12,1.219354767309853e-12,2.4183163589133445e-26,2.473377008728806e-12,-7.035471577479339
1st2KB_B64-T51,3.25,-9.47398301302804e-13,4.127765696487528e-12,1.4536487659139366e-12,2.015154392142156e-28,2.674116930573591e-12,-6.375490123800083
1st2KB_B64-T51,3.5,-1.08777732914928e-12,4.242080703302565e-12,1.3693353736227661e-12,2.537431468029909e-32,2.872745329679799e-12,-5.417837577094217
1st2KB_B64-T51,3.75,-1.28735759032106e-12,4.649802110807089e-12,1.5766238422257523e-12,2.0569408312129746e-32,3.0731782685813368e-12,-4.714579322939507
1st2KB_B64-T51,4.0,-1.5744818643304e-12,4.621037515141028e-12,1.3500890945109573e-12,1.9235475909674997e-28,3.27094842063007e-12,-3.6359357326525292
