index,segment_index,voltage_v,polarization_uc_cm2,polarization_change_uc_cm2,screening_charge_uc_cm2,fe_field_mv_cm,il_field_mv_cm,residual_mv_cm,converged,used_fallback,j_total_uA_per_um2,j_thermionic_uA_per_um2,j_tunneling_uA_per_um2,j_pf_uA_per_um2,j_tat_uA_per_um2,j_sclc_uA_per_um2,top_barrier_ev,bottom_barrier_ev,tunneling_transmission,trap_tunneling_transmission
31,0,-12.25,-113.02319117300496,0.0,-116.44150805170923,-2.4129237987416157,0.0,2.4129237987416157,1,0,-2.1008774592373012e-14,-3.6937807101489884e-49,-1.5744325360159749e-115,-2.1008774592373012e-14,-4.199845153519922e-101,0.0,3.1826372518986097,3.1826372518986097,4.5373857691486917e-125,2.4611420595258845e-104
32,0,-12.0,-113.02319117300496,0.0,-116.36309921546612,-2.357576517106824,0.0,2.357576517106824,1,0,-1.9220554059961756e-14,-3.458709605829482e-49,-1.8338333909775616e-118,-1.9220554059961756e-14,-1.480985336152294e-103,0.0,3.1843371486711636,3.1843371486711636,5.28495781233452e-128,8.821751811800484e-107
33,0,-11.75,-113.02319117300496,0.0,-116.28469037922301,-2.3022292354720175,0.0,2.3022292354720175,1,0,-1.756121015859887e-14,-3.2360846245761294e-49,-1.545642431581523e-121,-1.756121015859887e-14,-3.9832814726074003e-106,0.0,3.186057119014175,3.186057119014175,4.4544150434015324e-131,2.412480290477493e-109
34,0,-11.5,-113.02319117300496,0.0,-116.20628154297991,-2.2468819538372258,0.0,2.2468819538372258,1,0,-1.602294877542328e-14,-3.0253538836673638e-49,-9.192539344138768e-125,-1.602294877542328e-14,-8.010571444741556e-109,0.0,3.1877978913104585,3.1877978913104585,2.649214637546812e-134,4.934316404866221e-112
35,0,-11.25,-113.02319117300496,0.0,-116.1278727067368,-2.19153467220242,0.0,2.19153467220242,1,0,-1.459837093212552e-14,-2.825986240171252e-49,-3.756813199442473e-128,-1.459837093212552e-14,-1.179135428271346e-111,0.0,3.189560239088053,3.189560239088053,1.0826828307063952e-137,7.389143778016024e-115
36,0,-11.0,-113.02319117300496,0.0,-116.04946387049371,-2.136187390567642,0.0,2.136187390567642,1,0,-1.3280455879499388e-14,-2.6374706203333776e-49,-1.0257767829940083e-131,-1.3280455879499388e-14,-1.233799983719958e-114,0.0,3.191344985037476,3.191344985037476,2.9562047728369064e-141,7.868152186509771e-118
37,0,-10.75,-113.02319117300496,0.0,-115.97105503425061,-2.08084010893285,0.0,2.08084010893285,1,0,-1.2062544809263294e-14,-2.4593153677910522e-49,-1.806873991370579e-135,-1.2062544809263294e-14,-8.999821985402789e-118,0.0,3.19315300550063,3.19315300550063,5.2072630281356024e-145,5.842446649086357e-121
38,0,-10.5,-113.02319117300496,0.0,-115.8926461980075,-2.025492827298044,0.0,2.025492827298044,1,0,-1.0938325163684405e-14,-2.291047610136107e-49,-1.988153995693859e-139,-1.0938325163684405e-14,-4.416239065906644e-121,0.0,3.1949852355008415,3.1949852355008415,5.7296971706165845e-149,2.9193518662879288e-124
39,0,-10.25,-113.02319117300496,0.0,-115.81423736176438,-1.9701455456632522,0.0,1.9701455456632522,1,0,-9.90181552405142e-15,-2.132212643353597e-49,-1.3074352217754207e-143,-9.90181552405142e-15,-1.4182920275585304e-124,0.0,3.196842674395976,3.196842674395976,3.76792135176465e-153,9.55032004831815e-128
40,0,-10.0,-113.02319117300496,0.0,-115.7358285255213,-1.9147982640284602,0.0,1.9147982640284602,1,0,-8.947351059581462e-15,-1.9823733336734663e-49,-4.933550698629929e-148,-8.947351059581462e-15,-2.8488630630659205e-128,0.0,3.1987263922516456,3.1987263922516456,1.4218089514322572e-157,1.9547583091589938e-131
41,0,-9.75,-113.02319117300496,0.0,-115.6574196892782,-1.859450982393668,0.0,1.859450982393668,1,0,-8.069569518860185e-15,-1.841109536378607e-49,-1.0166519320519757e-152,-8.069569518860185e-15,-3.4588902030210674e-132,0.0,3.200637537049878,3.200637537049878,2.9299076988989207e-162,2.4192687507625007e-135
42,0,-9.5,-113.02319117300496,0.0,-115.5790108530351,-1.804103700758876,0.0,1.804103700758876,1,0,-7.263397746408925e-15,-1.708017531118138e-49,-1.0781498031296627e-157,-7.263397746408925e-15,-2.4178105143444217e-136,0.0,3.202577342871158,3.202577342871158,3.1071395323866447e-167,1.7244800994271992e-139
43,0,-9.25,-113.02319117300496,0.0,-115.50060201679199,-1.7487564191240699,0.0,1.7487564191240699,1,0,-6.5240387074657674e-15,-1.5827094732795537e-49,-5.54451376549464e-163,-6.5240387074657674e-15,-9.240402834989241e-141,0.0,3.204547139215452,3.204547139215452,1.597883509195287e-172,6.723333337723556e-144
44,0,-9.0,-113.02319117300496,0.0,-115.4221931805489,-1.6934091374892921,0.0,1.6934091374892921,1,0,-5.846959004545633e-15,-1.4648128609754698e-49,-1.2880563144673202e-168,-5.846959004545633e-15,-1.8125182268025543e-145,0.0,3.206548361662228,3.206548361662228,3.712072926233551e-178,1.3458914960778107e-148
45,0,-8.75,-113.02319117300496,0.0,-115.34378434430577,-1.638061855854486,0.0,1.638061855854486,1,0,-5.2278768698050084e-15,-1.3539700172026146e-49,-1.2411393829144455e-174,-5.2278768698050084e-15,-1.7152259543334474e-150,0.0,3.208582564112345,3.208582564112345,3.576862167632982e-184,1.3003682612876976e-153
46,0,-8.5,-113.02319117300496,0.0,-115.26537550806268,-1.582714574219694,0.0,1.582714574219694,1,0,-4.6627506177037665e-15,-1.2498375867282606e-49,-4.5472732500771104e-181,-4.6627506177037665e-15,-7.233273030690002e-156,0.0,3.2106514329085365,3.2106514329085365,1.3104869507804082e-190,5.601294934323406e-159
47,0,-8.25,-113.02319117300496,0.0,-115.18696667181959,-1.5273672925849027,0.0,1.5273672925849027,1,0,-4.147767542887216e-15,-1.1520860472539741e-49,-1.6308421562341614e-187,-4.147767542887216e-15,-1.2417595564536622e-161,0.0,3.2127568031993397,3.2127568031993397,4.699953679914025e-197,9.82650650023752e-165
48,0,-8.0,-113.02319117300496,0.0,-115.10855783557646,-1.4720200109500963,0.0,1.4720200109500963,1,0,-3.679333248660711e-15,-1.060399234397341e-49,-6.904835938069993e-193,-3.679333248660711e-15,-7.883647000420323e-168,0.0,3.214900677998126,3.214900677998126,1.9899172309398564e-202,6.378303545682319e-171
49,0,-7.75,-113.02319117300496,0.0,-115.03014899933338,-1.4166727293153185,0.0,1.4166727293153185,1,0,-3.2540613918494493e-15,-9.744738800166486e-50,-8.976361435126502e-198,-3.2540613918494493e-15,-1.6445394470031271e-174,0.0,3.2170852505004595,3.2170852505004595,2.586913932656741e-207,1.3609947487337693e-177
50,0,-7.5,-113.02319117300496,0.0,-114.95174016309026,-1.3613254476805123,0.0,1.3613254476805123,1,0,-2.868763830254584e-15,-8.940191633787078e-50,-2.4226246234870256e-202,-2.868763830254584e-15,-1.6549681727232076e-181,0.0,3.21931293036765,3.21931293036765,6.981805977164908e-212,1.4017281475104192e-184
51,0,-7.25,-113.02319117300496,0.0,-114.87333132684716,-1.3059781660457204,0.0,1.3059781660457204,1,0,-2.520441159337191e-15,-8.187562746368277e-50,-1.1325452893048772e-206,-2.520441159337191e-15,-2.602126208503483e-187,0.0,3.221586374873591,3.221586374873591,3.263902873610456e-216,2.2568524254204853e-190
